@relation data
@attribute V1 {'1','2','3','4','5','6'}
@attribute V2 {'1','2','3','4'}
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 {'1','2','3','4','5','6','7','8','9','10'}
@attribute V6 {'1','2','3','4','5'}
@attribute V7 {'1','2','3','4','5','6','7','8','9','10','11','12'}
@attribute V8 {'1','2','3','4','5','6','7','8'}
@attribute V9 {'1','2'}
@attribute V10 {'1','2'}
@attribute V11 {'1','2'}
@attribute V12 {'1','2'}
@attribute V13 {'1','2'}
@attribute V14 {'1','2'}
@attribute V15 {'1','2'}
@attribute V16 {'1','2','3','4','5','6','7','8'}
@attribute V17 {'1','2','3','4'}
@attribute V18 {'1','2','3'}
@attribute V19 {'1','2'}
@attribute V20 {'1','2','3'}
@attribute V21 {'1','2','3','4','5','6','7','8','9','10','11','12','13','14'}
@attribute V22 {'1','2'}
@attribute V23 {'1','2'}
@attribute V24 {'1','2'}
@attribute V25 {'1','2'}
@attribute V26 {'1','2'}
@attribute V27 {'1','2','3','4','5','6','7'}
@attribute V28 {'1','2','3','4','5','6','7','8'}
@attribute Class {'1','2','3','4','5','6','7','8'}
@data
'4','1',-0.296208078709184,-0.231340109144811,'7','1','7','4','2','2','1','2','2','1','1','5','1','1','1','2','9','1','1','1','1','1','6','5','8'
'6','2',-0.322003499724619,-0.253094826146311,'5','1','1','2','2','1','1','1','2','1','1','7','1','2','1','2','1','1','1','1','1','1','7','7','2'
'2','4',-0.320160969652088,-0.242217467645561,'1','1','1','3','2','1','1','1','2','2','1','7','1','1','1','1','1','1','2','1','1','1','7','8','2'
'4','1',-0.246920399268977,-0.176953316641063,'3','1','1','2','2','1','1','1','2','1','1','7','2','1','1','1','9','2','1','1','1','1','6','7','3'
'5','1',0.0372898644189443,0.236386306387427,'4','1','1','2','2','1','1','1','2','1','1','7','1','1','1','1','9','2','1','1','1','1','6','7','3'
'1','4',-0.322464132242752,-0.253094826146311,'1','1','1','6','2','2','2','2','2','1','2','2','1','2','2','2','1','1','1','2','2','1','7','2','2'
'6','2',-0.322464132242752,-0.253094826146311,'1','1','1','5','2','1','2','2','2','1','1','2','1','2','2','2','3','1','1','1','1','1','7','2','2'
'5','1',-0.283771000719599,-0.242217467645561,'3','2','5','4','2','2','1','1','2','2','1','5','1','1','1','1','1','1','1','1','1','1','6','1','3'
'4','1',-0.213754857963417,-0.111689165636564,'5','1','8','5','2','1','1','2','2','2','1','4','2','1','1','1','1','1','1','1','2','1','1','7','6'
'3','4',-0.209609165300222,0.356037249895675,'1','1','1','3','2','1','2','1','2','1','1','7','1','2','2','1','1','1','1','1','1','1','7','7','2'
'2','3',-0.240471544015118,-0.220462750644062,'6','1','10','3','1','1','2','2','2','1','1','8','1','1','1','2','9','1','1','1','1','1','7','8','1'
'1','4',-0.322464132242752,-0.253094826146311,'1','1','1','6','2','2','2','2','2','1','1','8','1','1','1','1','1','1','1','2','2','2','7','8','2'
'1','4',3.99043813503441,2.25957498752688,'1','1','12','3','2','1','2','1','2','1','1','8','1','1','1','2','8','1','1','1','1','1','2','7','2'
'5','1',9.99662553896765,2.72730140305912,'9','1','1','2','2','1','1','2','1','1','1','7','1','1','1','1','9','1','1','2','1','1','6','7','7'
'6','2',-0.31555464447076,-0.253094826146311,'10','1','1','4','2','2','1','2','1','2','1','7','1','1','1','1','1','1','2','1','2','1','1','5','2'
'3','1',-0.322464132242752,-0.253094826146311,'10','3','1','4','2','1','1','2','2','2','1','4','1','1','1','1','1','1','1','2','1','1','3','8','1'
'2','4',0.0976327242943377,-0.0899344486350648,'6','1','5','7','2','2','2','2','2','2','2','7','1','1','1','1','2','1','1','2','2','1','3','7','1'
'5','1',-0.169073503704538,0.399546683898674,'5','1','1','2','2','1','1','2','1','1','1','7','1','1','1','1','9','1','1','1','1','1','6','7','7'
'6','3',-0.321082234688354,-0.253094826146311,'1','1','1','3','2','1','2','1','2','1','1','7','1','1','1','2','13','1','1','1','1','1','2','7','2'
'3','1',-0.204542207600762,-0.0137929391298166,'10','1','5','4','2','1','2','2','2','1','1','7','1','1','1','1','9','1','1','1','1','1','2','7','7'
'4','2',0.0944082966674083,0.0514712118746819,'5','1','1','4','2','2','1','2','1','1','2','5','2','1','1','1','1','1','1','2','2','1','4','5','6'
'4','2',0.0243921539112267,-0.187830675141812,'5','4','1','4','2','2','1','1','1','2','2','5','1','1','1','1','1','1','1','1','2','1','4','3','6'
'4','2',-0.142356817652837,-0.166075958140313,'5','1','9','5','2','2','1','2','2','2','1','5','1','1','1','1','9','1','2','2','2','1','4','5','6'
